,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
10,0.33515957,0.15725674,0.5401707,0.43862095,0.22840567,0.99802226,0.28294724,0.9589039,-0.004378126,0.004033777,-0.000770961,-0.003333279,-0.007527906,-0.014240408,-0.001847256,-0.006755371,0.003489852,0.000454527,-0.004410338,0.97462195,0.9999812,0.88319266,0.9979971,-0.002971269,0.005175528,0.91399753,0.98766583,-0.003741773,-0.000140165,0.602215,0.99999964,0.98685616,0.04144325,0.4869896,0.048305355,0.47336608,0.6035566,0.07696359,0.7170407,0.07113511,0.41643134,0.04941579,0.5040859,0
11,0.33789694,0.16171083,0.51619816,0.43210128,0.25339267,0.9949091,0.29815295,0.9420051,-0.006304973,0.002651188,0.000640084,-0.004107346,-0.003900337,-0.0111581,-0.000669164,-0.004870906,0.003182838,0.000874404,-0.007225891,0.9662647,0.9999598,0.87790847,0.99661857,-0.005082218,0.002964232,0.9056173,0.98193777,-0.002057538,0.002879911,0.59538704,0.99999917,0.9815665,0.041284412,0.48143145,0.061484188,0.47905976,0.60540545,0.073255666,0.7176783,0.06654597,0.41599953,0.055171475,0.5022038,0
12,0.34105787,0.1574886,0.5436588,0.4389982,0.22364502,0.9955303,0.2903355,0.9556016,-0.003622311,0.006121012,-0.003795817,-0.000581398,-0.00633288,-0.014874564,-0.00109955,-0.006620671,0.002224402,0.002516033,-0.002549607,0.97169894,0.9999764,0.8822965,0.99727947,-0.002491386,0.005632152,0.91132087,0.9863983,-0.002623136,-0.001156692,0.5972304,0.99999964,0.98490644,0.04353414,0.48698077,0.063524626,0.47183037,0.60521287,0.07422164,0.71538645,0.07300051,0.41661242,0.053931657,0.5082499,0
13,0.33871332,0.15792768,0.52957726,0.43140903,0.23761928,0.99535453,0.29264057,0.94755405,-0.00483211,0.003058053,-0.000578492,-0.003474641,-0.004574341,-0.013167872,-0.000586942,-0.005541695,0.003069893,0.001305462,-0.005911843,0.9684756,0.9999661,0.8794185,0.9969227,-0.00413865,0.004316737,0.9074625,0.98365927,-0.002761958,0.001512712,0.5970419,0.99999917,0.9827041,0.041782547,0.4825525,0.059338067,0.4737461,0.60339993,0.07337791,0.7163005,0.06720808,0.4155283,0.0522161,0.50151014,0
14,0.33915955,0.1576839,0.54224676,0.43840984,0.22514042,0.99540305,0.29053447,0.9537698,-0.003844151,0.005406504,-0.00289868,-0.001101712,-0.006055434,-0.014969934,-0.000661728,-0.00613452,0.002324597,0.002051397,-0.002954994,0.97089505,0.99997383,0.8813784,0.9971653,-0.002498647,0.005531707,0.9101954,0.98565906,-0.002602633,-0.000543161,0.5975316,0.99999946,0.9842601,0.043564864,0.48595446,0.06312981,0.4714717,0.6043914,0.07409214,0.7151999,0.07109012,0.41647562,0.054098956,0.50675553,0
15,0.3358336,0.15711564,0.5196071,0.4280902,0.23789842,0.99569273,0.3001065,0.9458108,-0.004143762,0.001607357,0.000600987,-0.004981067,-0.005092105,-0.011289911,-0.00146192,-0.005323591,0.00327893,0.000275282,-0.007830224,0.9674293,0.99996305,0.8767712,0.99683875,-0.003888089,0.002624056,0.9050036,0.98271215,-0.002592996,0.000329446,0.59198934,0.99999917,0.98207384,0.04033255,0.4816146,0.056969162,0.4730979,0.60165375,0.07174173,0.71220934,0.06462727,0.41448915,0.049667507,0.499114,0
16,0.31649342,0.23912199,0.7719211,0.8083801,0.22720209,0.5821206,0.56344694,0.8469851,-0.006149642,-0.001415337,0.005784809,0.001577615,-0.003817386,-0.006643148,-0.004979393,-0.00819002,0.004216303,0.000169251,-0.002120298,0.91225153,0.99997526,0.87850535,0.9876462,-0.003201564,-0.002277127,0.90442455,0.9799309,-0.00057263,0.00300539,0.65856135,0.9999997,0.9733451,0.1255072,0.5209,0.34203023,0.50836605,0.72698665,0.1507241,0.7778134,0.14823587,0.48920524,0.111991934,0.5406815,0
17,0.33515748,0.16116397,0.5451098,0.44560185,0.22337075,0.99831295,0.2794689,0.9677636,-0.00276029,0.007228494,-0.00566849,-0.001861165,-0.00956471,-0.013440226,-0.004169806,-0.007846637,0.003148046,0.002948416,-0.002520462,0.97848195,0.9999896,0.8861177,0.99838823,9.46E-05,0.004456468,0.9190048,0.99085873,-0.003503273,-0.00254649,0.5989393,0.99999976,0.9897454,0.041922137,0.4928368,0.052378856,0.47518143,0.60662705,0.07761763,0.71642387,0.081806935,0.41502008,0.051435724,0.5126298,0
18,0.346541,0.17793876,0.498236,0.44258982,0.2676292,0.9839162,0.32313052,0.92861456,-0.007301856,0.000663055,0.003816803,-0.001658205,0.000273227,-0.008969317,0.001183785,-0.004987382,0.000864919,0.000901074,-0.006203283,0.9597198,0.99994284,0.88127786,0.99505645,-0.004540508,0.003792293,0.9046376,0.9789866,-0.000653637,0.002296079,0.59516597,0.9999986,0.9783926,0.048329554,0.48637086,0.08906774,0.49026707,0.61718315,0.070541315,0.72698706,0.06970875,0.42121047,0.067242034,0.5145064,0
19,0.36382195,0.15092602,0.55651313,0.4503368,0.2571662,0.9553194,0.34324422,0.9190961,-0.007320764,0.000698183,0.001123967,-0.002120092,0.000456019,-0.010213951,-0.001102352,-0.003548816,0.003233028,0.00275078,-0.005612557,0.95148766,0.9999257,0.8776838,0.99246854,-0.005018507,0.006097492,0.9001849,0.97500265,-0.000878253,-0.000915671,0.60016894,0.99999845,0.9719819,0.05309408,0.48299482,0.118327156,0.48046118,0.6257142,0.07002067,0.72804517,0.075966574,0.42472592,0.06464833,0.5131722,0
20,0.35281092,0.15380178,0.5459516,0.44273943,0.24451382,0.97716296,0.3205298,0.9309677,-0.007203499,0.001923445,-0.000594855,-0.002213266,-0.000813603,-0.011444447,-0.001123965,-0.004946941,0.002802551,0.003641063,-0.004801055,0.9581919,0.99994045,0.8785979,0.99426043,-0.004222765,0.004759395,0.9027922,0.97827953,-0.001589897,0.000239023,0.59754854,0.9999986,0.9759773,0.048530698,0.48187843,0.096472174,0.47675347,0.61621743,0.06844329,0.72281843,0.07201314,0.4194509,0.0602006,0.5091939,0
21,0.34290415,0.15781921,0.53353786,0.4339403,0.23553357,0.99234915,0.2981795,0.944062,-0.005067704,0.003856699,-0.001473853,-0.001413931,-0.00330332,-0.013933672,-0.000125904,-0.005279019,0.002513138,0.002842095,-0.004865452,0.9660173,0.9999598,0.87934315,0.99626815,-0.003828685,0.004515088,0.9061699,0.9823749,-0.001838881,0.001276015,0.5966987,0.99999905,0.980938,0.044312946,0.4823419,0.07028161,0.47384524,0.6058969,0.07181178,0.71710914,0.06836268,0.4163327,0.055541933,0.50437784,0
22,0.33646387,0.1634627,0.5190311,0.4347954,0.25378707,0.99740916,0.2921756,0.94882387,-0.006334756,0.002876448,0.001258636,-0.004198907,-0.005577193,-0.011797064,-0.001985631,-0.005955143,0.003851689,9.32E-06,-0.006930681,0.9705318,0.99997157,0.88101435,0.9974975,-0.005433814,0.001937319,0.9102896,0.98454297,-0.002474778,0.003323068,0.5997906,0.99999946,0.9845581,0.0394774,0.48424736,0.051645204,0.48225042,0.6055331,0.07621164,0.7194018,0.06714213,0.41687953,0.051993664,0.50389224,0
23,0.35870394,0.13862431,0.5580218,0.430145,0.23943648,0.988936,0.31291056,0.94485223,-0.002549528,0.003607251,-0.00329794,-0.002147165,-0.007261402,-0.014312348,-0.001447956,-0.004788074,0.001049825,0.003315161,-0.004410549,0.96494496,0.9999654,0.8776331,0.99597406,-0.001655563,0.005855172,0.9058389,0.9828576,-0.001214699,-0.003064917,0.59620506,0.9999994,0.98039436,0.045491774,0.48179075,0.0873883,0.46914545,0.6117191,0.07646936,0.71639204,0.07694079,0.41765377,0.053174946,0.50811195,0
24,0.3699518,0.16702242,0.61735696,0.5519325,0.2582078,0.86590546,0.42087886,0.89632875,-0.006616673,-0.00095275,0.002107456,-0.001647968,0.002185485,-0.008482398,-0.001881745,-0.001815234,0.002425021,0.00059031,-0.002074887,0.93955415,0.99993443,0.8802803,0.9899948,-0.003615608,0.007718645,0.9003214,0.97413045,0.001136502,-0.000828161,0.61349195,0.99999875,0.9691419,0.0722831,0.49318653,0.18975322,0.4912861,0.6601239,0.08770833,0.74335897,0.09500783,0.44288114,0.076926075,0.5264169,0
25,0.34370512,0.157094,0.5427493,0.43817055,0.22817768,0.99288386,0.29620168,0.9487394,-0.004767642,0.005044008,-0.002452999,-0.000933995,-0.004410055,-0.014866582,-0.000154007,-0.006195698,0.002098483,0.002970574,-0.003550313,0.96808946,0.9999669,0.88120055,0.9965716,-0.003109105,0.005300133,0.90839195,0.9839753,-0.001987842,-0.000170424,0.5974125,0.99999934,0.98231465,0.04461121,0.48439473,0.0711708,0.47236058,0.60662866,0.07145902,0.7167019,0.07021147,0.41676766,0.055673357,0.50682074,0
26,0.34182146,0.15600328,0.52984715,0.432131,0.2314514,0.9921346,0.30580086,0.94345397,-0.00358505,0.002616428,-0.001207924,-0.003047027,-0.0043924,-0.012949738,-0.00104054,-0.005462062,0.002955231,0.002847839,-0.006787803,0.9650489,0.99995816,0.877464,0.99612284,-0.003772944,0.003105107,0.9042345,0.98178947,-0.001305375,-0.000964513,0.5916947,0.99999905,0.9803148,0.043861758,0.48237202,0.07124041,0.4712915,0.6047971,0.06936042,0.71279466,0.0669394,0.415137,0.05322156,0.50353503,0
27,0.3106971,0.24779387,0.74594796,0.7955097,0.22215495,0.5946902,0.55956644,0.84962374,-0.005379714,-0.001148704,0.005353594,0.003598766,-0.001493738,-0.006863111,-0.003592183,-0.007947428,0.003712012,0.001958106,-0.001682399,0.91349244,0.99996907,0.8759728,0.9872581,-0.002059545,-0.002655507,0.90230924,0.97900623,-0.000716162,0.004568484,0.6482012,0.9999996,0.9725713,0.12160627,0.5197491,0.32652602,0.5075302,0.72143483,0.1467707,0.7703726,0.1426421,0.48289153,0.11356489,0.54448926,0
28,0.40424356,0.1175892,0.5977937,0.43021268,0.2772721,0.888921,0.37408304,0.9068055,-0.003068315,-0.002271338,0.000984796,-0.004418205,-0.004474064,-0.011712995,-0.002366463,-0.001203901,0.001840021,0.002285968,-0.005997719,0.94307315,0.9999205,0.87639445,0.9897878,-0.002508284,0.00599792,0.8968698,0.971954,0.000902153,-0.004135465,0.6035527,0.9999984,0.9658735,0.05652076,0.47768134,0.15072209,0.47220612,0.6367441,0.07164883,0.7298315,0.08132457,0.42794317,0.059084505,0.51414895,0
29,0.3401694,0.15770788,0.544455,0.44032764,0.2225749,0.9962848,0.288596,0.95829004,-0.003505182,0.00632858,-0.004188927,-0.000610068,-0.007006285,-0.014575349,-0.001738204,-0.006878452,0.00242357,0.002666159,-0.002343997,0.9731636,0.99997985,0.8831749,0.99753946,-0.00220723,0.005584152,0.91293937,0.9873842,-0.002978751,-0.001611492,0.5975734,0.9999995,0.9859717,0.04310877,0.48810327,0.06105612,0.4724044,0.60549486,0.07489207,0.7155446,0.074578665,0.4165171,0.05325862,0.5090142,0
30,0.33483902,0.18696988,0.7066136,0.7021055,0.24717136,0.6514396,0.50243163,0.8457685,-0.006222612,-0.002832335,0.005983818,0.001038323,-0.002380106,-0.003621603,-0.001616669,-0.002314474,-0.00227646,-0.001610904,-0.007467735,0.90942055,0.9999323,0.86283296,0.9832233,-0.000999617,-0.002052001,0.8923235,0.9690671,-0.000338583,0.004567976,0.63377976,0.999999,0.96324396,0.09820017,0.4955831,0.2810913,0.49070272,0.6882081,0.1202572,0.751852,0.12049094,0.4590724,0.096152835,0.5196677,0
31,0.37044713,0.1331113,0.5681849,0.4291903,0.25122288,0.97189766,0.33144277,0.93052197,-0.00356947,0.001577515,-0.001974002,-0.002422514,-0.004656826,-0.013784558,-0.001424629,-0.003594577,0.001893594,0.003944906,-0.00491647,0.95680416,0.999945,0.8761356,0.99393004,-0.002659399,0.005770257,0.9015054,0.9781832,-0.000960227,-0.002814999,0.597775,0.99999887,0.9745756,0.048871078,0.4793499,0.10833369,0.46971464,0.6188529,0.07345397,0.7213816,0.07711691,0.41996855,0.056493826,0.5089991,0
32,0.35066986,0.14907022,0.56539273,0.44290462,0.24996182,0.9976105,0.28980792,0.97194284,-0.000122587,0.01061274,-0.006945774,-0.005050415,-0.011562015,-0.016567094,-0.003931111,0.004728025,0.009129268,0.001402324,-0.000498164,0.9799229,0.9999929,0.9017321,0.99862754,-0.006664709,0.00991972,0.928308,0.99218786,-0.000787465,-0.00290693,0.6128165,0.99999976,0.990574,0.045286637,0.49559504,0.056219008,0.49455187,0.63290817,0.06793189,0.74318206,0.08197715,0.43070495,0.058397196,0.5274796,0
33,0.35678503,0.1414991,0.56130165,0.43820232,0.24662393,0.9711988,0.32970214,0.9267907,-0.005101723,0.001124488,-0.000947171,-0.002189041,-0.001764938,-0.012475061,-0.001332386,-0.004446191,0.002576362,0.004107038,-0.005198727,0.9548778,0.9999329,0.87333316,0.99338025,-0.003526834,0.004905691,0.8995984,0.9763136,-0.000926749,-0.000671044,0.59783715,0.9999985,0.9732025,0.049752835,0.47913268,0.10507983,0.4704164,0.6165205,0.07293719,0.7194579,0.075410716,0.41850972,0.05833727,0.50734633,0
34,0.29914913,0.2831356,0.68033206,0.7713699,0.20224774,0.6711514,0.5495636,0.86592716,-0.004080903,-0.003346204,0.005643907,0.005237202,0.001974904,-0.007081514,-0.000602603,-0.005922748,0.004669002,0.002827859,0.001050511,0.9245598,0.9999672,0.8808994,0.9895845,-0.004223845,-5.45E-05,0.90224683,0.9810799,-0.000380775,0.006382154,0.62522763,0.9999995,0.97639704,0.11066605,0.52316946,0.28888083,0.5139473,0.71010345,0.13078786,0.7601704,0.1304413,0.47459012,0.116088785,0.5592843,0
35,0.33116463,0.16740346,0.4666617,0.43707094,0.20842083,0.9124435,0.273257,0.93075347,-0.007750408,0.004567792,0.000329341,-0.000758366,-0.007786054,-0.008699475,-0.007242846,0.005516157,0.003129974,-0.002179239,-0.001088304,0.95411766,0.99990606,0.870439,0.9923955,-0.00087747,-0.002158231,0.88712204,0.9800871,0.00506663,0.008568585,0.5636567,0.99999726,0.9773889,0.03948726,0.48433036,0.07344411,0.48095223,0.6042472,0.06285114,0.6922365,0.05359511,0.40423843,0.056539427,0.4991004,0
36,0.33698547,0.16390242,0.51250005,0.4333534,0.25892612,0.99529815,0.29955322,0.9412965,-0.0069328,0.002469693,0.001368722,-0.004302158,-0.003748379,-0.010447885,-0.000706141,-0.004655132,0.003304892,0.000260585,-0.007403707,0.96626294,0.9999602,0.8780022,0.99667364,-0.005589973,0.002471009,0.90573925,0.9817905,-0.001761128,0.003334418,0.59549844,0.9999991,0.98174906,0.040938307,0.48172617,0.061381664,0.48124838,0.6062107,0.07372886,0.71818936,0.065959156,0.41640097,0.056010816,0.50288504,0
37,0.3454389,0.16736634,0.5185718,0.4594382,0.23579168,0.9778979,0.31535828,0.9341553,-0.00774366,0.000327958,0.001715991,-0.001208745,0.00012679,-0.008228509,-0.000931184,-0.003947688,0.002604899,0.002148115,-0.005754103,0.96077675,0.9999493,0.88513625,0.99505556,-0.004765673,0.005294023,0.90664935,0.98111176,-0.002727337,0.000387911,0.5955016,0.99999887,0.97968936,0.04866609,0.48436958,0.09364467,0.48591274,0.61948043,0.061009374,0.7248888,0.06822394,0.4225211,0.06330553,0.5132196,0
38,0.21987855,0.50748104,0.630296,0.74953187,0.15469378,0.9038962,0.62452453,0.8863153,-0.003460147,-0.002080086,0.002741917,0.002175483,0.002688188,-0.010875398,-0.003699833,-0.003061208,0.004885058,-0.002149712,0.005012746,0.9472953,0.99998534,0.90702015,0.9927612,-0.001895414,0.004659992,0.90177053,0.9848983,0.001303481,0.006481743,0.49221575,0.9999995,0.98491675,0.08111889,0.56934065,0.18979354,0.5683836,0.6773483,0.07651706,0.7271058,0.08289693,0.4464866,0.15632725,0.61817914,0
39,0.3372828,0.23393814,0.74018455,0.7620148,0.23726714,0.6088419,0.55436003,0.8582498,-0.006128741,-0.002924576,0.006174963,0.001878916,-0.000134518,-0.007460931,-0.004860645,-0.005863829,0.003704051,-0.001150039,0.000616183,0.9205999,0.99997187,0.88477474,0.98843527,-0.002804105,0.001703395,0.9060112,0.9793191,0.001420032,0.000967503,0.6458421,0.9999996,0.97275466,0.11644599,0.52190626,0.31520188,0.5111038,0.7203335,0.13449778,0.77289385,0.13693893,0.48182487,0.1080327,0.5493236,0
40,0.33544102,0.15727215,0.53861994,0.4373172,0.22978267,0.9978596,0.2839705,0.9576321,-0.004365133,0.003750545,-0.000624127,-0.003542742,-0.007096499,-0.01407628,-0.001646598,-0.006625597,0.003418215,0.000525267,-0.004753462,0.9739744,0.99997985,0.88276637,0.99790597,-0.003202765,0.005130432,0.9132423,0.9872297,-0.003629003,0.000219227,0.6017869,0.99999976,0.9864262,0.041412868,0.48622113,0.049005218,0.47344708,0.6034079,0.07665011,0.7170076,0.07047398,0.41628194,0.04940209,0.50331867,0
41,0.34329265,0.15713434,0.5430698,0.4382133,0.22689337,0.99361235,0.29467407,0.95032775,-0.004474277,0.005283403,-0.002728227,-0.000828692,-0.004929325,-0.015067391,-0.000332282,-0.00626021,0.002129722,0.002796723,-0.003198857,0.9689198,0.9999693,0.88138384,0.9967434,-0.00296108,0.005445045,0.90898526,0.98452747,-0.002166758,-0.000382569,0.5974918,0.99999934,0.9828997,0.044443898,0.48505548,0.06937922,0.47200385,0.60614043,0.07218896,0.71635354,0.07070051,0.41676882,0.055411734,0.5071321,0
42,0.3652692,0.15245126,0.6618286,0.5911926,0.25999793,0.7108049,0.44931725,0.8686624,-0.006371464,-0.002225411,0.002367255,-0.002878482,-0.000183247,-0.00677678,-0.002238659,-0.002130118,0.000452872,0.001381896,-0.004517428,0.9213898,0.9999061,0.8658712,0.9838604,-0.000615393,0.002922376,0.8912843,0.9664834,0.002856684,0.000720997,0.6214117,0.9999984,0.959511,0.08393897,0.48738047,0.22547518,0.48238605,0.6684901,0.10146399,0.7396981,0.102354765,0.4453917,0.08021424,0.51854503,0
43,0.34785756,0.24178919,0.43766904,0.42539582,0.34016007,0.99426347,0.33583847,0.9281671,-0.007183061,0.000838514,0.005604514,-0.000835147,0.001094145,-0.007862218,0.000290862,-0.002938436,0.00295766,0.001066445,-0.005886593,0.9661607,0.9999678,0.88394904,0.99721587,-0.003515001,0.002370901,0.9066374,0.9831127,0.00059485,0.004431375,0.5941768,0.99999905,0.9845755,0.054571375,0.50280446,0.077551946,0.51509106,0.61437327,0.08330958,0.73145753,0.07746136,0.41378975,0.079766214,0.52394533,0
44,0.34191072,0.15748745,0.5372117,0.43486655,0.23148791,0.9934626,0.29565683,0.9472282,-0.004587906,0.00398927,-0.001731441,-0.001334609,-0.003956227,-0.014579427,-2.59E-05,-0.005476903,0.00216881,0.002661346,-0.00433316,0.9675749,0.99996454,0.880112,0.9965708,-0.003469286,0.005104857,0.9074091,0.98342055,-0.002006822,0.000769392,0.5974114,0.9999991,0.981958,0.044299576,0.4830425,0.06827256,0.47272032,0.6052806,0.07266853,0.716523,0.06892067,0.41641203,0.054878756,0.5045867,0
45,0.3412309,0.15940778,0.52421045,0.43173474,0.243661,0.993216,0.29842097,0.94191504,-0.00565324,0.00285877,2.99E-05,-0.002497472,-0.003263428,-0.012583871,-0.000532126,-0.005087968,0.003176566,0.001902183,-0.0062739,0.96550345,0.9999574,0.8782024,0.99631256,-0.004626229,0.003771449,0.90522283,0.9817829,-0.002322075,0.002212043,0.595476,0.9999991,0.9807802,0.04302714,0.48153684,0.066197164,0.4757402,0.6054547,0.07198003,0.7174441,0.06702422,0.4160403,0.055134986,0.50237155,0
46,0.3363332,0.15760754,0.54259235,0.43960533,0.22386247,0.996572,0.28732497,0.95699024,-0.003749623,0.005581696,-0.002813962,-0.001416753,-0.006992592,-0.014511114,-0.001163848,-0.006216666,0.002684556,0.001699142,-0.00289478,0.9727534,0.999978,0.8820572,0.99752814,-0.001979835,0.005561865,0.91185653,0.98680836,-0.002981046,-0.000816989,0.5980358,0.99999964,0.9855712,0.042876247,0.4869091,0.058210984,0.4714336,0.6039572,0.07506328,0.7149355,0.07197979,0.41638806,0.05283597,0.50672024,0
47,0.32948214,0.25838935,0.5145615,0.6083547,0.1859178,0.6366771,0.4194476,0.89674073,-0.004971385,-0.000178907,0.004627751,0.000617072,-0.000970504,-0.008633577,-0.00259894,0.003320099,0.003603608,-0.002577744,-0.00139696,0.9378831,0.99993664,0.88392156,0.9905357,-0.000626997,0.003385888,0.8946577,0.98236144,0.003735435,0.005928933,0.5761528,0.9999984,0.9780468,0.071796775,0.5106583,0.18499108,0.5091607,0.65964496,0.08224579,0.7219112,0.081441686,0.43204692,0.09084041,0.547811,0
48,0.32459927,0.20139393,0.7060737,0.7232193,0.2328638,0.6343073,0.5058421,0.85182744,-0.006175484,-0.002592656,0.00368216,0.002280683,0.001260294,-0.002722804,-0.00366992,-0.005289075,0.001882889,0.002303172,-0.00398828,0.91088104,0.9999342,0.86201763,0.98345643,-0.002114709,-0.001943714,0.89255834,0.97109395,0.000370389,0.004351716,0.6360043,0.99999905,0.9643909,0.10405918,0.5010105,0.27990675,0.4904989,0.69477206,0.12948056,0.75080144,0.12550925,0.464256,0.09866941,0.5272876,0
